ROAD_CLASS,DISTRICT,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,DIVISION
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,unknown,Major,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,D23
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,Major,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D55
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,At Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,East,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,D14
Major Arterial,Toronto and East York,At Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,40 to 44,Minor,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D42
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D55
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,90 to 94,Major,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Etobicoke York,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,D12
Major Arterial,Etobicoke York,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,Unknown,Other,Going Ahead,Driving Properly,Normal,D12
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Minimal,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,15 to 19,Minor,South,"Automobile, Station Wagon",Changing Lanes,Following too Close,Had Been Drinking,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,15 to 19,Major,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,D13
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Major,North,Other,Going Ahead,Driving Properly,Normal,D13
Local,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,West,"Automobile, Station Wagon",Reversing,Other,Normal,D55
Local,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,East,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,45 to 49,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,West,Motorcycle,Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Major,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,D42
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,North,"Automobile, Station Wagon",Turning Right,Improper Turn,Unknown,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,North,Other,Going Ahead,Driving Properly,Normal,D32
Local,Toronto and East York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D55
Local,Toronto and East York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,North,Other,Going Ahead,Driving Properly,Normal,D55
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Major,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,D42
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Local,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,D41
Local,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Major,South,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Slowing or Stopping,Following too Close,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Minimal,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,50 to 54,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Other,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Motorcycle Driver,50 to 54,Major,East,Motorcycle,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Minor,North,Other,Going Ahead,Driving Properly,Normal,D14
Collector,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D51
Collector,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,30 to 34,Major,East,Motorcycle,Going Ahead,Driving Properly,Normal,D51
Collector,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,unknown,Major,West,"Automobile, Station Wagon",Overtaking,Other,Unknown,D51
Collector,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Collector,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,D23
Collector,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,40 to 44,Minor,East,Other,Going Ahead,Driving Properly,Normal,D23
Collector,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Collector,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Truck Driver,40 to 44,Minor,West,Truck - Open,Going Ahead,Driving Properly,Normal,D23
Collector,Etobicoke York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D23
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D53
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Major,North,"Automobile, Station Wagon",Reversing,Other,Normal,D53
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,West,Other,Going Ahead,Driving Properly,Normal,D53
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D14
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,East,Bicycle,Going Ahead,Driving Properly,Normal,D14
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,80 to 84,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Motorcycle Driver,25 to 29,Minor,North,Motorcycle,Other,Exceeding Speed Limit,Normal,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,North,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,Major,South,"Automobile, Station Wagon",Turning Right,Improper Turn,Normal,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,East,Bicycle,Unknown,Driving Properly,Normal,D31
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Minor,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Minimal,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D32
Major Arterial,North York,Intersection Related,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Major Arterial,North York,Intersection Related,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Other,Unknown,D53
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,West,Other,Going Ahead,Driving Properly,Normal,D53
Minor Arterial,North York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Major,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,D32
Minor Arterial,North York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,West,Other,Going Ahead,Driving Properly,Normal,D32
Minor Arterial,North York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,85 to 89,Minimal,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,Major,South,"Automobile, Station Wagon",Other,Other,Normal,D32
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,West,Other,Going Ahead,Driving Properly,Normal,D32
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,Major,North,"Automobile, Station Wagon",Parked,Other,Normal,D51
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,North,Bicycle,Going Ahead,Driving Properly,Normal,D51
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Normal,D53
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D53
Major Arterial,North York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,Other,unknown,Major,East,Other,Going Ahead,Driving Properly,Normal,D53
Local,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
Local,Scarborough,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,Passenger,15 to 19,Major,East,Other,Going Ahead,Driving Properly,Normal,D42
